media_id,permalink,timestamp,media_type,media_product_type,caption,transcript_path,transcript_text_present,transcript_char_count,duration_s,resolution,bitrate_mbps,scene_cuts,cuts_per_min,views,reach,likes,comments,saved,shares,plays,impressions,video_views,total_interactions,ig_reels_avg_watch_time,ig_reels_video_view_total_time,data_quality_flags,missing_reason
18075405059367381,https://www.instagram.com/reel/DTwj23Bkez8/,2026-01-21T04:10:17+0000,VIDEO,REELS,"Make a smarter choice for your next night out. Tickets drop every Sunday at 10am PST on our website. Link in bio. 🎟️

#thesocialstudy #sandiegoevents #orangecountyevents #denversocialscene",exports/instagram/thesocial.study/reels/transcripts/18075405059367381.txt,True,397,23.33,720x1280,1.846,16,41.14,19058,16219,331,7,123,149,,,,615,6927,100163539,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18078105974022709,https://www.instagram.com/reel/DTlv_D0kmvy/,2026-01-16T23:24:41+0000,VIDEO,REELS,"POV: You show up for a casual drink and end up learning something new, meeting like-minded people, and realizing this is way more fun than any class you took in school. 

Cold drinks, big ideas, and a room full of curious people.

Come to an upcoming event! Tickets drop every Sunday at 10am. 🎫

#orangecountyevents #sandiegoevents #thinkanddrink",exports/instagram/thesocial.study/reels/transcripts/18078105974022709.txt,True,10,17.13,720x1280,1.762,16,56.03,20116,15461,346,4,48,62,,,,463,5354,83951538,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18079940015195595,https://www.instagram.com/reel/DTeaT_IEXRn/,2026-01-14T02:59:47+0000,VIDEO,REELS,"No homework, no exams, no pressure. Join professors, researchers, and storytellers in your favorite local bars and give your brain a night out. 🎟️ Tickets drop every Sunday at 10am!

#thesocialstudy #sandiegoevents #orangecounty #thingstodosandiego #sandiegosocial",exports/instagram/thesocial.study/reels/transcripts/18079940015195595.txt,True,549,27.86,720x1280,1.332,24,51.68,17653,14292,256,3,87,132,,,,482,5785,78954261,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18103784221735645,https://www.instagram.com/reel/DSTcvxfkrKY/,2025-12-16T00:17:35+0000,VIDEO,REELS,"Smart conversations. Cold drinks. Zero small talk.

The Social Study is where curious people come to learn something new and actually talk about it after.
Weekly talks, real Q&A, and a room full of people who’d rather think than scroll.

San Diego + Orange County now.
Denver coming early ’26.

Tickets sell out fast. Link in bio.",exports/instagram/thesocial.study/reels/transcripts/18103784221735645.txt,True,808,40.4,720x1280,1.349,18,26.73,31267,24669,747,30,248,495,,,,1529,8059,196633532,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18153042991412207,https://www.instagram.com/reel/DRS__80Ev30/,2025-11-20T23:36:10+0000,VIDEO,REELS,"@iyreejarrett joined us at @club.616 to break down why people join cults — and it’s rarely the wild stuff you see on Netflix. It’s community, purpose, belonging… real human needs that get twisted into control.

Join us for lectures like these or on whatever topics you find interesting. Tickets drop every Sunday at 10am!",exports/instagram/thesocial.study/reels/transcripts/18153042991412207.txt,True,1924,110.85,720x1280,0.913,40,21.65,15639,13077,235,12,29,30,,,,311,9032,110682127,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17866720143481359,https://www.instagram.com/reel/DQ787taD2P_/,2025-11-12T00:47:01+0000,VIDEO,REELS,"One speaker, one hour, one room full of people who are tired of small talk and ready for something real.

We’ve been filling bars in San Diego and Orange County with professors, researchers, and lifelong learners sharing what they know — without the academic walls, without the awkward networking energy.

Denver — we’re coming early 2026.

Follow along — the first lineup drops soon.",exports/instagram/thesocial.study/reels/transcripts/17866720143481359.txt,True,558,30.58,720x1280,1.318,22,43.17,14716,12705,227,13,48,148,,,,438,5618,64782364,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18096001432739782,https://www.instagram.com/reel/DQQOTyDE-RL/,2025-10-26T01:13:20+0000,VIDEO,REELS,"Smarter nights out > small talk. Big ideas, cold drinks, curious minds.

🎟 Tickets every Sunday at 10 AM
📩 Newsletter in bio",exports/instagram/thesocial.study/reels/transcripts/18096001432739782.txt,True,711,38.13,720x1280,1.403,28,44.06,16383,12873,374,17,123,301,,,,825,8266,104260073,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18074735069182147,https://www.instagram.com/reel/DP7pcOfEXsi/,2025-10-18T01:23:22+0000,VIDEO,REELS,"Curiosity takes you higher — literally.

Come study with us. 

Next event drops Sunday at 10 AM.

@universityclubsd 
@chelsdaus
@meeeotch",exports/instagram/thesocial.study/reels/transcripts/18074735069182147.txt,True,23,23.15,720x1280,1.742,8,20.74,15998,12725,180,5,49,43,,,,277,5718,71856774,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18037849661651056,https://www.instagram.com/reel/DPpXWD_kd6p/,2025-10-10T22:59:55+0000,VIDEO,REELS,"The universe doesn’t feel as far away once you realize it’s falling on us every day.

Orange County, that was a beautiful start.
Events drop every Sunday at 10 AM — keep an eye out for the next idea worth sharing.

#TheSocialStudy #OrangeCountyEvents #SanDiegoEvents #OCBreweries #SDbreweries",exports/instagram/thesocial.study/reels/transcripts/18037849661651056.txt,True,764,45.67,720x1280,1.439,10,13.14,12001,9457,216,6,43,108,,,,375,7769,66673711,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17863768086417259,https://www.instagram.com/reel/DPfQgP2EoSu/,2025-10-07T00:49:07+0000,VIDEO,REELS,"Can you tell which song was made by AI and which was made by a human?
Last week at The Social Study, @roseqsun from UC San Diego tested our ears—and most of us got it wrong.
Listen closely, then comment A or B, and why.

Answer is: A is AI

#thesocialstudy #sandiegoevents #orangecountyevents #ucsd #aimusic",exports/instagram/thesocial.study/reels/transcripts/17863768086417259.txt,True,628,66.38,720x1280,1.354,12,10.85,14205,10604,182,28,31,63,,,,307,10827,113857899,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18041285615425470,https://www.instagram.com/reel/DOzH2jUEjjy/,2025-09-19T21:26:26+0000,VIDEO,REELS,"Your annual checkup is about to change forever.

At The Social Study, Dr. Mini Manchanda showed us how AI is collapsing decades of medical research into milliseconds.

Miss a night, miss the future.

Comment STUDY and I’ll send you the link before tickets sell out.",exports/instagram/thesocial.study/reels/transcripts/18041285615425470.txt,True,773,51.34,720x1280,1.365,16,18.7,21090,15404,411,119,86,32,,,,651,11709,182506734,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18053644076630230,https://www.instagram.com/reel/DOZe1J7Ejbl/,2025-09-09T22:25:25+0000,VIDEO,REELS,"Last week marked our 10th event. 

We are still in our infancy stage but have been overwhelmed by the love and support of this community. 

Thank you all so much and we look forward to all the events we have planned. 💕",exports/instagram/thesocial.study/reels/transcripts/18053644076630230.txt,True,227,26.14,720x1280,1.475,26,59.67,8696,6299,198,4,20,58,,,,281,7504,47689892,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17937047811077124,https://www.instagram.com/reel/DOUnlboD2pj/,2025-09-08T01:07:00+0000,VIDEO,REELS,"Professors, researchers, and storytellers in your favorite local bars. Big ideas, good company, and a cold drink in hand. Happening in San Diego and Orange County. Tickets go live every Sunday.",exports/instagram/thesocial.study/reels/transcripts/17937047811077124.txt,True,180,24.49,720x1280,1.601,42,102.88,13429,11148,235,4,81,100,,,,423,5781,59209941,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18059940011369544,https://www.instagram.com/reel/DN6jGMgkquz/,2025-08-28T22:06:24+0000,VIDEO,REELS,"This week we learned about microplastics with Dr. Dimitri Deheyn, a researcher at Scripps Oceanography.

🌬 Humans breathe about 10,000 liters of air a day. Along with it come 150 to 200 plastic particles.
🐋 Whale sharks filter 40,000 liters of seawater daily just to eat. Thousands of particles flow through them.
💧 More than 90% of drinking water tested contains microplastics.
👗 Ghana’s Kantamanto Market receives 15 million secondhand garments every week. About 40% become waste, overwhelming landfills and beaches. Locals call it “waste colonialism.”
🧴 Some cosmetics still contain microbeads. They’re banned in the U.S., but imports can slip through.

Minutes of use. Centuries of impact.

Big ideas. Cutting-edge research. The Social Study.

In #sandiego — coming soon to #orangecounty.
🎟 Tickets drop every Sunday at 10am. Be ready.",exports/instagram/thesocial.study/reels/transcripts/18059940011369544.txt,True,769,53.57,720x1280,1.624,16,17.92,23111,17799,775,12,82,177,,,,1056,12192,215254161,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17861890581396672,https://www.instagram.com/reel/DNjlABQyHe2/,2025-08-20T00:01:01+0000,VIDEO,REELS,"Champions clean up. The All Blacks call it “sweep the sheds.” Reed Maltbie showed us why character shows up in the details and how a “No Dickheads” mentality changes teams, communities, and the person in the mirror.

#SanDiego #SanDiegoEvents #OrangeCounty #OC#thesocialstudy #",exports/instagram/thesocial.study/reels/transcripts/17861890581396672.txt,True,1223,57.4,720x1280,1.536,30,31.36,16088,11440,348,11,53,71,,,,484,12892,157022751,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18513628441013932,https://www.instagram.com/reel/DNjkftaRjSA/,2025-08-19T23:56:28+0000,VIDEO,REELS,"Champions clean up. The All Blacks call it “sweep the sheds.” Reed Maltbie showed us why character shows up in the details and how a “No Dickheads” mentality changes teams, communities, and the person in the mirror.

#SanDiego #SanDiegoEvents #OrangeCounty #OC",exports/instagram/thesocial.study/reels/transcripts/18513628441013932.txt,True,1223,57.88,360x640,0.451,30,31.1,11,9,0,0,0,0,,,,0,4122,41225,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18063652967016495,https://www.instagram.com/reel/DNjOYr5RPa0/,2025-08-19T20:43:02+0000,VIDEO,REELS,Reed Maltbie explaining the No Dickheads policy of the all blacks at our most recent talk at Mike Hess!,exports/instagram/thesocial.study/reels/transcripts/18063652967016495.txt,True,1224,57.28,360x640,0.447,28,29.33,19,9,0,0,0,0,,,,0,31230,406000,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18073213910289654,https://www.instagram.com/reel/DNY7nd_xpEJ/,2025-08-15T20:46:38+0000,VIDEO,REELS,"OC, we’re almost here!

This October, The Social Study is bringing great drinks, good company, and fascinating talks from industry experts with ideas worth sharing.

Follow along to see which local spots we’ll be bringing to life on weeknights!

We’re also looking for an MC to help run events, welcome guests, and keep the night flowing smoothly.

If that’s you, the form’s on our site—come be part of the fun!

#orangecounty #ocevents #costamesa #huntingtonbeach #newportbeach #irvine #thesocialstudy #socalevents #thingstodoinoc",exports/instagram/thesocial.study/reels/transcripts/18073213910289654.txt,True,376,21.75,720x1280,1.562,14,38.61,14193,10030,291,14,128,273,,,,709,7442,80196661,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18053135474527448,https://www.instagram.com/reel/DMlBSA6xNcY/,2025-07-26T16:55:08+0000,VIDEO,REELS,"This week we learned about Nathan Harrison, San Diego’s first Black homesteader. Born enslaved in Kentucky in the 1830s, freed during the Gold Rush, and buried in an unmarked grave in Mount Hope Cemetery. He spoke Luiseno, Spanish, and English. He gifted water to travelers instead of selling it. He built alliances with both Native and settler communities. And he played into tourist expectations because it kept him alive.

That’s what The Social Study is about. Real research, surprising insights, and topics you probably didn’t cover in school.

Tickets go up every Sunday at 10am. Be ready.",exports/instagram/thesocial.study/reels/transcripts/18053135474527448.txt,True,725,52.64,720x1280,1.811,22,25.08,164175,126232,8833,88,2158,6300,,,,17408,16768,2219235511,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18514089226015737,https://www.instagram.com/reel/DMMOkv-RICR/,2025-07-17T01:50:04+0000,VIDEO,REELS,,exports/instagram/thesocial.study/reels/transcripts/18514089226015737.txt,True,665,44.39,360x640,0.338,14,18.92,133,115,1,0,0,1,,,,2,5844,689699,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17989313186819213,https://www.instagram.com/reel/DMMOTKYREIm/,2025-07-17T01:48:27+0000,VIDEO,REELS,,exports/instagram/thesocial.study/reels/transcripts/17989313186819213.txt,True,98,17.16,360x640,0.344,4,13.99,230,187,3,0,0,0,,,,3,7546,1418802,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18283842745278850,https://www.instagram.com/reel/DMCF0jYxQsb/,2025-07-13T03:21:07+0000,VIDEO,REELS,Drinks in hand. Curiosity in the air. Social by design.,exports/instagram/thesocial.study/reels/transcripts/18283842745278850.txt,True,4,17.13,720x1280,1.175,6,21.01,15044,10298,248,0,32,30,,,,312,9179,94894105,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18150328597379843,https://www.instagram.com/reel/DLc1ybTxIN9/,2025-06-28T16:09:14+0000,VIDEO,REELS,"Went to a brewery to catch a lecture on sea life big and small. Scripps oceanographer Jules Jaffe shared how researchers uncover wild facts about plankton, deep-sea communication, and how he built technology that helped rediscover the Titanic.

The Social Study is a live event series where smart talks meet happy hour vibes. We host weekly lectures in bars and breweries around San Diego—curious minds welcome.

📍 Talks dropping every week
🧠 Cold beer meets real ideas
🎟 Tickets in bio",exports/instagram/thesocial.study/reels/transcripts/18150328597379843.txt,True,665,44.39,720x1280,1.473,18,24.33,15599,13097,518,7,157,560,,,,1244,9486,112447833,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18052809146370790,https://www.instagram.com/reel/DK-bxwyTX9A/,2025-06-16T20:46:34+0000,VIDEO,REELS,"Last week we kicked off The Social Study with oceanographer Jules Jaffe at Novo Brewing. He shared how his team helped rediscover the Titanic, how sea creatures communicate in total darkness, and the plankton territory wars happening beneath the surface.

The Social Study is a new event series where top minds across disciplines share the most interesting knowledge they’ve gained working in their field. All in bars and breweries across San Diego.

More events coming soon.",exports/instagram/thesocial.study/reels/transcripts/18052809146370790.txt,True,100,10.7,720x1280,0.959,2,11.21,46385,33086,1728,16,260,981,,,,2986,7584,253831822,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17947157001003521,https://www.instagram.com/reel/DKlcS7-RDS-/,2025-06-07T03:48:31+0000,VIDEO,REELS,,exports/instagram/thesocial.study/reels/transcripts/17947157001003521.txt,True,10,21.43,360x640,0.397,28,78.4,125,115,0,0,0,0,,,,0,2057,234503,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17945193468005140,https://www.instagram.com/reel/DKiSD-RSBaq/,2025-06-05T22:21:18+0000,VIDEO,REELS,We’ve got you covered San Diego,exports/instagram/thesocial.study/reels/transcripts/17945193468005140.txt,True,10,21.43,720x1280,1.674,28,78.4,6969,6519,101,0,4,14,,,,119,5915,31086078,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18080509645762672,https://www.instagram.com/reel/DKTq5JsRd2X/,2025-05-31T06:09:45+0000,VIDEO,REELS,,exports/instagram/thesocial.study/reels/transcripts/18080509645762672.txt,True,10,21.43,360x640,0.397,28,78.4,126,115,0,0,0,0,,,,0,2298,271229,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
18051776531362900,https://www.instagram.com/reel/DJxDMzRyyf6/,2025-05-17T19:28:40+0000,VIDEO,REELS,June sold out. July’s coming. More events brewing.,exports/instagram/thesocial.study/reels/transcripts/18051776531362900.txt,True,71,19.43,720x1280,1.144,166,512.55,6655,6104,79,2,22,38,,,,142,4782,26021314,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
17843841408488706,https://www.instagram.com/reel/DJwuD5cpr1N/,2025-05-17T16:23:51+0000,VIDEO,REELS,,exports/instagram/thesocial.study/reels/transcripts/17843841408488706.txt,True,410,19.55,360x640,0.312,70,214.85,415,380,3,0,0,0,,,,3,2650,1015124,api_partial_or_errors,"{""impressions"": ""unsupported_for_media_product_type"", ""plays"": ""deprecated_in_graph_v22_plus"", ""video_views"": ""unsupported_for_media_product_type""}"
